,charts/0/avg_episode_returns,charts/0/avg_episode_lengths,charts/0/avg_episode_success,stats/0/avg_params_queue_get_time,stats/0/avg_rollout_time,stats/0/avg_create_rollout_time,stats/0/avg_rollout_queue_put_time,stats/0/avg_env_recv_time,stats/0/avg_inference_time,stats/0/avg_storage_time,stats/0/avg_device2host_time,stats/0/avg_env_send_time,stats/0/avg_update_time,charts/0/instant_avg_episode_length,charts/0/instant_avg_episode_return,charts/0/returned_avg_episode_length,charts/0/returned_avg_episode_return,charts/0/returned_avg_episode_success,stats/0/inner_time_efficiency,stats/0/middle_time_efficiency,charts/0/SPS,policy_versions/actor_0,stats/rollout_queue_get_time,stats/rollout_params_queue_get_time_diff,stats/training_time,stats/rollout_queue_size,stats/params_queue_size,losses/value_loss,losses/policy_loss,losses/entropy,losses/loss,actor_ma,adv_multiplier,critic_bias,critic_diff,critic_ma,grad_rms/avg,grad_rms/total,param_rms/avg,param_rms/total,proportion_of_boxes,var_explained,policy_versions/learner,losses/learning_rate,rho100/00_episode_returns,rho100/00_episode_lengths,rho100/00_episode_successes,rho100/00_episode_num_cycles,rho100/00_cycles_steps_per_eps_incl_noops,rho100/00_cycles_steps_per_eps_excl_noops,rho100/00_episode_num_noops_per_eps,rho100/00_episode_num_cycles_in_solved,rho100/00_cycles_steps_per_eps_incl_noops_in_solved,rho100/00_cycles_steps_per_eps_excl_noops_in_solved,rho100/00_episode_num_noops_per_eps_in_solved,rho100/00_episode_zero_boxes,rho100/00_episode_one_box,rho100/00_episode_two_boxes,rho100/00_episode_three_boxes,rho050/00_episode_returns,rho050/00_episode_lengths,rho050/00_episode_successes,rho050/00_episode_num_cycles,rho050/00_cycles_steps_per_eps_incl_noops,rho050/00_cycles_steps_per_eps_excl_noops,rho050/00_episode_num_noops_per_eps,rho050/00_episode_num_cycles_in_solved,rho050/00_cycles_steps_per_eps_incl_noops_in_solved,rho050/00_cycles_steps_per_eps_excl_noops_in_solved,rho050/00_episode_num_noops_per_eps_in_solved,rho050/00_episode_zero_boxes,rho050/00_episode_one_box,rho050/00_episode_two_boxes,rho050/00_episode_three_boxes,rho000/00_episode_returns,rho000/00_episode_lengths,rho000/00_episode_successes,rho000/00_episode_num_cycles,rho000/00_cycles_steps_per_eps_incl_noops,rho000/00_cycles_steps_per_eps_excl_noops,rho000/00_episode_num_noops_per_eps,rho000/00_episode_num_cycles_in_solved,rho000/00_cycles_steps_per_eps_incl_noops_in_solved,rho000/00_cycles_steps_per_eps_excl_noops_in_solved,rho000/00_episode_num_noops_per_eps_in_solved,rho000/00_episode_zero_boxes,rho000/00_episode_one_box,rho000/00_episode_two_boxes,rho000/00_episode_three_boxes
51200,0.3982903063297272,6.583156108856201,0.9701969132517296,0.7405575037002563,0.7722334384918212,6.0291290283203124e-05,1.556873321533203e-05,0.004762473106384277,0.014973992109298706,0.08750472068786622,0.00842758059501648,0.01036421537399292,1.6003259420394897,6.7226562,-0.33613282,7.0078125,0.35078126,0.95703125,0.9994012315845677,0.9999908078561097,3122.0536410262866,8.0,0.6803751230239868,-0.060182380676269465,0.40264272689819336,0.0,1.0,0.05869341641664505,-0.026413625106215477,-1.3588553667068481,-0.025149591267108917,0.17280565202236176,1.0,0.002304378431290388,0.3685007393360138,0.37080514430999756,7.089311839081347e-05,0.05774465203285217,0.04870077967643738,39.668304443359375,0.14238281548023224,0.022555910050868988,10.0,0.0003981751,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102400,0.3785954713821411,6.922911167144775,0.965962599219696,0.010128378868103027,0.4060610294342041,5.684971809387207e-05,1.1801719665527344e-05,0.003460177183151245,0.002883741855621338,0.007985830307006836,0.009628828763961792,0.004251091480255127,0.4241987943649292,5.7148438,-0.2857422,7.2148438,0.3580078,0.96484375,0.9988985660279692,0.9999722912084951,4915.640495723286,18.0,0.013895964622497559,0.0037675857543945316,0.41632819175720215,0.0,1.0,0.07605401426553726,-0.0372881181538105,-1.3646607398986816,-0.03179303929209709,0.14524471759796143,1.0,0.0038036350160837173,0.3923163414001465,0.39611998200416565,6.256227061385289e-05,0.050958916544914246,0.048843275755643845,39.78437042236328,0.14472657442092896,0.013301536440849304,20.0,0.00039614746,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
153600,0.3871237337589264,6.843478202819824,0.9700334448160535,0.005339574813842773,0.4128503561019897,5.5354833602905276e-05,1.201629638671875e-05,0.0028305840492248535,0.0030750298500061037,0.009386968612670899,0.010198619365692139,0.004460480213165283,0.42760002613067627,5.890625,-0.29453126,7.2617188,0.34980467,0.953125,0.9989124634107058,0.9999740170600862,6110.890233774514,28.0,0.002528953552246094,-0.0028106212615966793,0.4222142696380615,0.0,1.0,0.1159699559211731,0.0215896088629961,-1.375922679901123,0.03684878349304199,0.05824451893568039,1.0,0.005655103828758001,0.30187368392944336,0.3075287938117981,3.499149170238525e-05,0.028501659631729126,0.04905219003558159,39.95453643798828,0.15097656846046448,0.01958104968070984,30.0,0.0003941198,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
204800,0.3941816985607147,6.7392683029174805,0.9739796592259939,0.011893248558044434,0.40944995880126955,5.5147409439086916e-05,1.0275840759277344e-05,0.002782386541366577,0.002968505620956421,0.009601163864135741,0.010093324184417725,0.004550074338912964,0.4309671401977539,6.5820312,-0.3291016,7.0117188,0.40722656,0.98046875,0.9988736184007337,0.9999710114011495,6950.0268888797855,38.0,0.0017664432525634766,-0.010126805305480957,0.4181559085845947,0.0,1.0,0.11300628632307053,-0.022075366228818893,-1.3797855377197266,-0.00761006586253643,0.04100542515516281,1.0,0.006347046699374914,0.3524535298347473,0.35880059003829956,6.934136763447896e-05,0.05648070573806763,0.04955717548727989,40.36586380004883,0.14394532144069672,0.01581275463104248,40.0,0.00039209216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
256000,0.49290159344673157,5.779544353485107,0.9829905503057254,0.0028157472610473634,0.41952269077301024,5.825281143188477e-05,1.220703125e-05,0.0029601573944091795,0.002950233221054077,0.006984448432922364,0.010073602199554443,0.004909863471984863,0.42934479713439944,3.5078125,-0.17539063,4.5820312,0.6283203,1.0,0.9988546297616563,0.9999773989664387,7571.639993676654,48.0,0.007573342323303223,0.00475759506225586,0.48337364196777344,1.0,0.0,0.02423635870218277,-0.018786054104566574,-1.155088186264038,-0.021189237013459206,0.6714958548545837,1.0,0.006927420385181904,0.685185432434082,0.692112922668457,0.00017708833911456168,0.14424395561218262,0.05094245821237564,41.49421691894531,0.23847655951976776,0.05824705958366394,50.0,0.0003900645,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
307200,0.6356593370437622,4.523038864135742,0.9946051118775979,0.005045413970947266,0.42708210945129393,6.238579750061036e-05,1.2540817260742188e-05,0.0033201539516448976,0.003008464574813843,0.007570028305053711,0.009881263971328736,0.005058238506317139,0.4397198915481567,3.734375,-0.18671876,4.2773438,0.66308594,1.0,0.9988948883393972,0.9999777153506371,8039.254301169505,58.0,0.010529398918151855,0.00548398494720459,0.41788434982299805,0.0,1.0,0.020627109333872795,-0.010701596736907959,-0.9834408760070801,-0.00979883037507534,0.9777439832687378,1.0,0.007212523370981216,0.7015969753265381,0.708809494972229,0.0005229628877714276,0.42596954107284546,0.051466092467308044,41.92073059082031,0.24531249701976776,-0.019864521920681,60.0,0.00038803686,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
358400,0.6777421832084656,4.135594367980957,0.9986238160770663,0.0029999732971191405,0.43035316467285156,6.199002265930176e-05,1.1944770812988282e-05,0.003341515064239502,0.0030722153186798096,0.005718326568603516,0.009879034757614136,0.005139646530151368,0.43909311294555664,4.1757812,-0.20878908,4.109375,0.68125,1.0,0.9989191881362768,0.9999779007324794,8408.631005659061,68.0,0.012784409523010253,0.009784436225891112,0.41564440727233887,0.0,1.0,0.01828566938638687,-0.016731396317481995,-0.9192531108856201,-0.014679311774671078,1.081756830215454,1.0,0.007510347291827202,0.6997755765914917,0.7072858810424805,0.0006720839301124215,0.5474333167076111,0.05184914171695709,42.23273468017578,0.23613281548023224,0.0938422754406929,70.0,0.0003860092,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
409600,0.6791775226593018,4.192763328552246,0.9973684210526316,0.0007247447967529297,0.43021206855773925,6.252408027648926e-05,1.3089179992675781e-05,0.0033092653751373292,0.003053007125854492,0.00602567195892334,0.00985625982284546,0.005205723047256469,0.4369852066040039,5.0195312,-0.2509766,4.03125,0.67929685,1.0,0.9988924542913642,0.9999779578108134,8711.645646703519,78.0,0.015209841728210449,0.014485096931457518,0.4221363067626953,0.0,1.0,0.021022245287895203,-0.007653164677321911,-0.9042155742645264,-0.004630270414054394,1.0958969593048096,1.0,0.009224594570696354,0.6493104100227356,0.6585350036621094,0.00041713856626302004,0.3397723436355591,0.05234752222895622,42.63868713378906,0.23320312798023224,0.14997078478336334,80.0,0.00038398156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
460800,0.6695765852928162,4.354445457458496,0.996359017781541,0.0007416248321533203,0.43133769035339353,6.166458129882812e-05,1.3256072998046875e-05,0.0033196985721588137,0.0030186653137207033,0.006049585342407226,0.009963228702545165,0.005173332691192627,0.4381516933441162,4.1367188,-0.20683596,4.3007812,0.6638672,0.9921875,0.9985953160397961,0.9999782341519868,8961.629195650898,88.0,0.014722204208374024,0.013980579376220704,0.442943811416626,1.0,0.0,0.02538789063692093,0.014868493191897869,-0.9321192502975464,0.01779305934906006,0.9946644306182861,1.0,0.008779006078839302,0.569243311882019,0.578022301197052,0.0014891126193106174,1.2129285335540771,0.05280205234885216,43.008914947509766,0.24199219048023224,0.20093068480491638,90.0,0.0003819539,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
512000,0.679244875907898,4.269735336303711,0.9950287134653296,0.0007019996643066406,0.4289857864379883,6.114006042480469e-05,1.239776611328125e-05,0.0032428395748138428,0.0030144572257995604,0.007016277313232422,0.010025988817214965,0.005075960159301758,0.4367259979248047,9.546875,-0.4773438,6.8164062,0.48144528,0.96484375,0.9986524735663399,0.9999781630972066,9176.996138564116,98.0,0.011606121063232422,0.01090412139892578,0.42513442039489746,0.0,1.0,0.052352238446474075,0.0219558235257864,-1.0703179836273193,0.027633942663669586,0.7405380010604858,1.0,0.011593164876103401,0.22555087506771088,0.25984394550323486,0.0007510245777666569,0.6117329597473145,0.05320903658866882,43.34041976928711,0.12167969346046448,0.48586538434028625,100.0,0.00037992626,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
